f,1,2,3,4,5,6
5047,0.0841,0.0444,0.1826,0.1603,0.0793,0.4492
5048,0.0756,0.0389,0.1721,0.1881,0.068,0.4573
5049,0.0851,0.0442,0.1804,0.2336,0.0747,0.382
5050,0.0856,0.0446,0.1811,0.2268,0.0755,0.3864
5051,0.0742,0.0369,0.1955,0.1689,0.0664,0.4581
5052,0.0802,0.0421,0.1769,0.1612,0.075,0.4647
5053,0.0814,0.0427,0.1785,0.1637,0.076,0.4578
5054,0.0681,0.034,0.1807,0.1472,0.062,0.508
5055,0.0866,0.046,0.1873,0.1523,0.0831,0.4448
5056,0.0627,0.0314,0.1692,0.1276,0.058,0.5512
5057,0.0838,0.0441,0.1815,0.168,0.0781,0.4445
5058,0.1253,0.072,0.197,0.0566,0.4386,0.1104
5059,0.09,0.047,0.1831,0.2523,0.0779,0.3497
5060,0.0899,0.0471,0.1838,0.2434,0.0783,0.3575
5061,0.0935,0.0492,0.1863,0.2474,0.081,0.3426
5062,0.065,0.0324,0.1763,0.1329,0.0598,0.5336
5063,0.0606,0.0303,0.1653,0.1202,0.0564,0.5671
5064,0.0866,0.0451,0.1816,0.2349,0.0759,0.3758
5065,0.087,0.0452,0.1805,0.2571,0.0752,0.3549
5066,0.096,0.0506,0.186,0.2684,0.0817,0.3173
5067,0.0899,0.047,0.1827,0.2576,0.0776,0.3452
5068,0.0881,0.0459,0.181,0.2607,0.0759,0.3484
5069,0.0878,0.0457,0.1815,0.2517,0.0761,0.3571
5070,0.0918,0.0483,0.1856,0.2396,0.0801,0.3545
5071,0.0917,0.048,0.1814,0.2838,0.0777,0.3173
5072,0.0874,0.0456,0.1819,0.2409,0.0763,0.368
5073,0.0721,0.0378,0.1663,0.1284,0.0699,0.5256
5074,0.0874,0.0464,0.1874,0.1601,0.0829,0.4358
5075,0.0642,0.0322,0.1678,0.1383,0.0589,0.5386
5076,0.0724,0.036,0.1939,0.1577,0.0653,0.4747
5077,0.0889,0.0464,0.1829,0.2442,0.0774,0.3603
5078,0.0622,0.0312,0.1661,0.1282,0.0574,0.5549
5079,0.0676,0.0337,0.1808,0.1437,0.0617,0.5124
5080,0.1301,0.0723,0.272,0.0803,0.2654,0.1798
5081,0.0948,0.0499,0.186,0.26,0.0812,0.3281
5082,0.3465,0.1774,0.1712,0.0547,0.1629,0.0872
5083,0.0874,0.0457,0.1828,0.2245,0.0772,0.3825
5084,0.087,0.0452,0.1809,0.2503,0.0755,0.3611
5085,0.0715,0.0362,0.1727,0.1789,0.0641,0.4767
5086,0.0962,0.0513,0.1937,0.1951,0.0874,0.3762
5087,0.0996,0.0533,0.1963,0.2002,0.0898,0.3608
5088,0.0981,0.0523,0.1939,0.2091,0.0877,0.3589
5089,0.0971,0.0517,0.1937,0.2025,0.0874,0.3676
5090,0.1223,0.0698,0.1965,0.0558,0.4461,0.1094
5091,0.0683,0.0355,0.1592,0.1312,0.065,0.5407
5092,0.1024,0.0552,0.2011,0.184,0.0944,0.3628
5093,0.0864,0.045,0.1818,0.2253,0.0762,0.3853
5094,0.358,0.2919,0.1272,0.0458,0.1072,0.0698
5095,0.0696,0.0363,0.1616,0.1302,0.0667,0.5356
5096,0.4112,0.1076,0.2031,0.0723,0.1055,0.1003
5097,0.0988,0.0527,0.1949,0.2058,0.0885,0.3593
5098,0.1289,0.0745,0.2007,0.0584,0.4236,0.1138
5099,0.0997,0.0533,0.1951,0.2106,0.0888,0.3525
5100,0.102,0.0551,0.2017,0.1785,0.0949,0.3679
5101,0.1022,0.055,0.1988,0.1984,0.0923,0.3532
5102,0.0822,0.0423,0.1639,0.3782,0.0674,0.266
5103,0.0939,0.05,0.1919,0.1902,0.0858,0.3882
5104,0.0994,0.0534,0.1986,0.1819,0.092,0.3747
5105,0.0946,0.0504,0.1931,0.1854,0.087,0.3894
5106,0.0981,0.0524,0.1946,0.2028,0.0882,0.364
5107,0.0814,0.043,0.1807,0.1432,0.0786,0.473
5108,0.1035,0.0558,0.2001,0.1967,0.0936,0.3502
5109,0.1014,0.0545,0.1987,0.1938,0.0922,0.3593
5110,0.1846,0.6159,0.0721,0.0296,0.0549,0.0429
5111,0.0976,0.0522,0.1957,0.1893,0.0893,0.3759
5112,0.1007,0.0539,0.1959,0.2109,0.0897,0.3488
5113,0.1046,0.0567,0.2045,0.1762,0.0978,0.3601
5114,0.101,0.053,0.2883,0.0966,0.1319,0.3291
5115,0.1303,0.0726,0.2622,0.0759,0.2938,0.1651
5116,0.1152,0.0582,0.3098,0.0602,0.3279,0.1288
5117,0.2869,0.3273,0.138,0.0623,0.0987,0.0869
5118,0.135,0.0571,0.4862,0.0603,0.1496,0.1118
5119,0.1151,0.0584,0.3063,0.0604,0.3303,0.1295
5120,0.1009,0.0543,0.199,0.1889,0.0924,0.3645
5121,0.113,0.0569,0.2785,0.0551,0.3821,0.1145
5122,0.0962,0.0497,0.3002,0.0936,0.1236,0.3367
5123,0.0954,0.0509,0.1938,0.1871,0.0876,0.3853
5124,0.097,0.0516,0.1928,0.2102,0.0866,0.3616
5125,0.1782,0.0964,0.196,0.0537,0.3806,0.095
5126,0.1697,0.0927,0.1918,0.0526,0.3995,0.0937
5127,0.1353,0.0768,0.2601,0.0813,0.2705,0.176
5128,0.1151,0.0578,0.3049,0.0584,0.3407,0.1232
5129,0.2858,0.3309,0.1371,0.0617,0.0982,0.0862
5130,0.1597,0.0854,0.1893,0.0505,0.4245,0.0905
5131,0.1037,0.0561,0.2029,0.1806,0.0962,0.3605
5132,0.1696,0.0957,0.1899,0.0536,0.3957,0.0954
5133,0.6167,0.1317,0.0964,0.0379,0.0638,0.0534
5134,0.1011,0.0526,0.3054,0.0937,0.1351,0.3122
5135,0.4639,0.1808,0.1341,0.0572,0.086,0.078
5136,0.1454,0.0819,0.1777,0.0495,0.4559,0.0896
5137,0.1152,0.0584,0.3086,0.0608,0.3262,0.1307
5138,0.1127,0.0569,0.2774,0.0553,0.3826,0.115
5139,0.1749,0.1005,0.1915,0.0551,0.3804,0.0977
5140,0.1629,0.0895,0.1883,0.0516,0.4154,0.0923
5141,0.1149,0.0579,0.3031,0.0587,0.3408,0.1245
5142,0.4642,0.1813,0.1338,0.057,0.0859,0.0778
5143,0.158,0.0872,0.1854,0.0509,0.4271,0.0913
5144,0.0943,0.0455,0.24,0.2382,0.0774,0.3045
5145,0.4382,0.1302,0.1684,0.0514,0.1315,0.0803
5146,0.4407,0.1307,0.1671,0.0511,0.1306,0.0798
5147,0.3098,0.3467,0.1247,0.0542,0.0887,0.076
5148,0.1039,0.0534,0.1681,0.4149,0.0738,0.1858
5149,0.1054,0.0498,0.2753,0.2159,0.0839,0.2698
5150,0.0902,0.0438,0.1945,0.3762,0.0691,0.2262
5151,0.1036,0.053,0.3579,0.0849,0.1512,0.2494
5152,0.1104,0.0577,0.2472,0.0556,0.4123,0.1167
5153,0.4726,0.1289,0.1555,0.0486,0.1192,0.0752
5154,0.0958,0.0463,0.2165,0.3198,0.0742,0.2474
5155,0.1462,0.0596,0.4802,0.0648,0.1344,0.1149
5156,0.1126,0.0582,0.2668,0.0576,0.3829,0.1219
5157,0.1535,0.0876,0.1825,0.0516,0.4317,0.0931
5158,0.0791,0.0401,0.1685,0.3583,0.0655,0.2886
5159,0.0776,0.0385,0.1681,0.4126,0.0621,0.2411
5160,0.1156,0.0596,0.2951,0.0623,0.3323,0.1351
5161,0.0976,0.0497,0.3443,0.0883,0.1305,0.2895
5162,0.3029,0.3263,0.1337,0.0596,0.0946,0.0829
5163,0.2927,0.3761,0.1198,0.0518,0.0864,0.0731
5164,0.082,0.0422,0.1618,0.3902,0.0668,0.257
5165,0.1113,0.0599,0.2245,0.0556,0.4334,0.1153
5166,0.6923,0.0774,0.0926,0.032,0.0591,0.0466
5167,0.5358,0.1002,0.1502,0.0519,0.0877,0.0743
5168,0.105,0.0566,0.2003,0.2036,0.094,0.3404
5169,0.1049,0.0538,0.3567,0.0846,0.1561,0.2439
5170,0.0989,0.0506,0.3375,0.089,0.1334,0.2906
5171,0.201,0.5933,0.0746,0.0304,0.0567,0.0441
5172,0.2966,0.3572,0.1251,0.0547,0.0896,0.0768
5173,0.0798,0.0395,0.175,0.3902,0.064,0.2514
5174,0.0721,0.0312,0.6975,0.0438,0.0715,0.0839
5175,0.0696,0.0304,0.7052,0.0402,0.0756,0.0789
5176,0.5165,0.1098,0.151,0.0572,0.0865,0.079
5177,0.103,0.0435,0.5893,0.0619,0.091,0.1113
5178,0.0717,0.0311,0.6982,0.044,0.0707,0.0842
5179,0.0808,0.0418,0.2375,0.0931,0.0937,0.4531
5180,0.0744,0.0325,0.6871,0.0423,0.081,0.0827
5181,0.0807,0.0352,0.6629,0.0448,0.0889,0.0874
5182,0.0789,0.0408,0.2288,0.0927,0.0906,0.4682
5183,0.0742,0.0321,0.6888,0.0456,0.0725,0.0868
5184,0.4136,0.132,0.1764,0.0531,0.1414,0.0836
5185,0.6494,0.1231,0.0869,0.031,0.0636,0.0459
5186,0.0836,0.0365,0.6515,0.0459,0.0931,0.0895
5187,0.2955,0.3347,0.1331,0.0593,0.0947,0.0828
5188,0.3023,0.2608,0.156,0.074,0.1065,0.1004
5189,0.078,0.0392,0.1687,0.3775,0.0638,0.2728
5190,0.2492,0.2192,0.1818,0.0904,0.1325,0.1268
5191,0.1295,0.0561,0.4814,0.0589,0.1623,0.1119
5192,0.2074,0.5803,0.077,0.0314,0.0584,0.0455
5193,0.5057,0.1087,0.1569,0.0586,0.0889,0.0812
5194,0.1819,0.6322,0.0674,0.0273,0.0516,0.0397
5195,0.225,0.5236,0.0907,0.0379,0.0682,0.0546
5196,0.0849,0.0439,0.1793,0.2531,0.0736,0.3652
5197,0.0861,0.0446,0.1791,0.2685,0.074,0.3476
5198,0.1493,0.0634,0.3824,0.1259,0.103,0.176
5199,0.5163,0.1046,0.1556,0.056,0.0887,0.0787
5200,0.0617,0.0305,0.1231,0.5871,0.0468,0.1507
5201,0.3004,0.2706,0.1532,0.072,0.1055,0.0983
5202,0.5255,0.1863,0.1084,0.0388,0.083,0.058
5203,0.2262,0.5145,0.0934,0.0393,0.0702,0.0564
5204,0.2895,0.3097,0.1431,0.0654,0.1015,0.0907
5205,0.1042,0.0538,0.1687,0.4099,0.0745,0.189
5206,0.2205,0.5292,0.0902,0.0378,0.0679,0.0544
5207,0.4461,0.1102,0.1834,0.0679,0.0989,0.0935
5208,0.2752,0.3847,0.1222,0.0534,0.0891,0.0754
5209,0.1128,0.0585,0.178,0.3758,0.0797,0.1952
5210,0.4483,0.1107,0.1818,0.0678,0.0983,0.0931
5211,0.5274,0.1569,0.1196,0.0409,0.093,0.062
5212,0.1108,0.0573,0.1759,0.3844,0.0784,0.193
5213,0.1122,0.058,0.1772,0.3801,0.0791,0.1933
5214,0.113,0.0586,0.1783,0.3741,0.08,0.196
5215,0.1559,0.0649,0.4313,0.0631,0.1701,0.1146
5216,0.4034,0.2297,0.1361,0.0593,0.0904,0.0812
5217,0.2448,0.2898,0.1593,0.0648,0.1418,0.0994
5218,0.2703,0.3965,0.1197,0.0521,0.0877,0.0738
5219,0.1121,0.0581,0.1773,0.3781,0.0794,0.195
5220,0.1621,0.0672,0.4155,0.0636,0.1766,0.1149
5221,0.3816,0.2507,0.1356,0.0593,0.0913,0.0815
5222,0.2055,0.5477,0.0886,0.0371,0.0675,0.0537
5223,0.1532,0.0884,0.1829,0.0523,0.4286,0.0945
5224,0.1476,0.0671,0.3346,0.0586,0.281,0.1111
5225,0.0757,0.0327,0.6821,0.0472,0.0729,0.0894
5226,0.1126,0.0585,0.1781,0.3739,0.08,0.1969
5227,0.5526,0.1893,0.0973,0.0366,0.0709,0.0534
5228,0.0747,0.0403,0.1298,0.0326,0.6584,0.0642
5229,0.0784,0.0421,0.1402,0.0347,0.6357,0.0688
5230,0.1016,0.0477,0.5049,0.0569,0.1666,0.1223
5231,0.1096,0.051,0.4774,0.0575,0.1845,0.1199
5232,0.1662,0.0686,0.4073,0.064,0.1789,0.1151
5233,0.453,0.1119,0.1784,0.0674,0.097,0.0922
5234,0.4441,0.1127,0.1817,0.0692,0.0981,0.0943
5235,0.1355,0.7115,0.0551,0.0225,0.0426,0.0328
5236,0.4633,0.2579,0.104,0.04,0.0766,0.0582
5237,0.4661,0.1135,0.1709,0.0656,0.0944,0.0895
5238,0.421,0.1116,0.1933,0.073,0.1019,0.0993
5239,0.0795,0.0422,0.1479,0.0356,0.624,0.0708
5240,0.191,0.6045,0.0739,0.0304,0.0562,0.044
5241,0.1076,0.0587,0.2004,0.0515,0.4772,0.1046
5242,0.1109,0.0574,0.176,0.3831,0.0786,0.194
5243,0.0649,0.0346,0.1158,0.0282,0.7009,0.0556
5244,0.0762,0.0411,0.1122,0.0288,0.6877,0.054
5245,0.1261,0.0612,0.2299,0.0483,0.4429,0.0917
5246,0.1113,0.0561,0.1726,0.0403,0.5444,0.0753
5247,0.3437,0.2746,0.1392,0.0622,0.0949,0.0854
5248,0.2279,0.4468,0.1144,0.045,0.0979,0.068
5249,0.4802,0.105,0.1728,0.0603,0.0963,0.0853
5250,0.2551,0.4201,0.1153,0.0437,0.0994,0.0664
5251,0.2941,0.2273,0.1654,0.0568,0.166,0.0904
5252,0.2767,0.0959,0.2775,0.1001,0.1163,0.1336
5253,0.0981,0.0549,0.1462,0.0396,0.5858,0.0754
5254,0.103,0.7725,0.0445,0.018,0.0356,0.0265
5255,0.2109,0.1514,0.1985,0.069,0.2529,0.1174
5256,0.2186,0.1671,0.1962,0.0713,0.2276,0.1192
5257,0.0566,0.8777,0.0236,0.0095,0.0186,0.014
5258,0.3384,0.1021,0.2454,0.0832,0.1154,0.1156
5259,0.0753,0.0403,0.136,0.0333,0.6491,0.066
5260,0.1407,0.083,0.1851,0.0545,0.4357,0.1009
5261,0.1845,0.1235,0.2088,0.0724,0.2825,0.1284
5262,0.2449,0.2711,0.1648,0.066,0.1508,0.1024
5263,0.2446,0.2646,0.1667,0.0665,0.154,0.1035
5264,0.247,0.2871,0.1593,0.0632,0.1457,0.0978
5265,0.2454,0.3142,0.1516,0.061,0.1344,0.0934
5266,0.2446,0.3354,0.1452,0.0581,0.128,0.0887
5267,0.2456,0.326,0.1478,0.059,0.1312,0.0903
5268,0.2473,0.3154,0.1506,0.0596,0.1355,0.0917
5269,0.1515,0.6601,0.0672,0.0267,0.0547,0.0398
5270,0.2482,0.29,0.158,0.0621,0.1453,0.0963
5271,0.2427,0.3666,0.1359,0.0537,0.1192,0.0819
5272,0.2402,0.4263,0.1175,0.0453,0.1018,0.0689
5273,0.2434,0.3313,0.147,0.0598,0.1277,0.0909
5274,0.2494,0.2942,0.1564,0.0611,0.1441,0.0948
5275,0.2442,0.2478,0.1715,0.0671,0.1639,0.1056
5276,0.2465,0.4161,0.119,0.0455,0.1035,0.0693
5277,0.2375,0.4143,0.1221,0.0477,0.1059,0.0724
5278,0.2842,0.462,0.0928,0.0373,0.0696,0.054
5279,0.2497,0.3438,0.141,0.0547,0.1267,0.0841
5280,0.2473,0.2794,0.1615,0.0637,0.1492,0.0989
5281,0.5623,0.115,0.1271,0.05,0.0766,0.0689
5282,0.4685,0.1037,0.1805,0.0562,0.1074,0.0836
5283,0.083,0.0452,0.1428,0.0365,0.6206,0.0718
5284,0.2443,0.318,0.1508,0.0613,0.132,0.0935
5285,0.1006,0.0561,0.163,0.0439,0.5509,0.0855
5286,0.2497,0.2828,0.1597,0.0621,0.149,0.0967
5287,0.1156,0.0653,0.1886,0.0523,0.4753,0.1028
5288,0.0856,0.0443,0.1689,0.038,0.5871,0.0759
5289,0.1169,0.0638,0.2319,0.0598,0.4031,0.1245
5290,0.118,0.0664,0.2004,0.0554,0.4493,0.1104
5291,0.1046,0.0585,0.1709,0.0462,0.5294,0.0904
5292,0.0659,0.0349,0.1194,0.0287,0.6945,0.0566
5293,0.0831,0.8203,0.0347,0.0141,0.0272,0.0206
5294,0.0941,0.0513,0.1673,0.0427,0.5595,0.0851
5295,0.0905,0.0473,0.1804,0.0414,0.5569,0.0834
5296,0.114,0.0641,0.1895,0.0521,0.4775,0.1029
5297,0.1818,0.1217,0.2145,0.0772,0.267,0.1377
5298,0.4009,0.3024,0.11,0.0445,0.0788,0.0635
5299,0.1473,0.0877,0.2354,0.0776,0.2974,0.1546
5300,0.1204,0.0654,0.2514,0.0645,0.3608,0.1375
5301,0.1437,0.0859,0.2007,0.0612,0.3932,0.1154
5302,0.1557,0.0957,0.2073,0.0659,0.3526,0.1228
5303,0.1725,0.1116,0.2146,0.074,0.2926,0.1347
5304,0.6455,0.0923,0.1044,0.0389,0.0641,0.0548
5305,0.0819,0.0438,0.151,0.0368,0.6132,0.0733
5306,0.4021,0.3072,0.1078,0.0431,0.0779,0.0619
5307,0.1161,0.0652,0.1971,0.0542,0.4595,0.1078
5308,0.4021,0.1124,0.2005,0.0772,0.1038,0.1039
5309,0.1158,0.0594,0.3378,0.0688,0.2609,0.1574
5310,0.0892,0.0458,0.1782,0.0393,0.5694,0.0781
5311,0.1504,0.0903,0.2384,0.0817,0.2768,0.1626
5312,0.0843,0.0465,0.1261,0.0334,0.6463,0.0634
5313,0.138,0.0816,0.1958,0.0585,0.4153,0.1108
5314,0.532,0.0997,0.1526,0.0496,0.0931,0.073
5315,0.1033,0.0533,0.3384,0.0883,0.1466,0.2702
5316,0.1143,0.065,0.1759,0.0492,0.5009,0.0948
5317,0.105,0.059,0.1649,0.045,0.5389,0.0871
5318,0.4402,0.1128,0.1833,0.0699,0.0986,0.0952
5319,0.1268,0.0698,0.2644,0.0727,0.3075,0.1586
5320,0.1126,0.0622,0.2048,0.0542,0.4565,0.1098
5321,0.4973,0.1018,0.1679,0.0546,0.0985,0.0799
5322,0.2441,0.2292,0.1762,0.0668,0.1772,0.1066
5323,0.1404,0.0811,0.2568,0.0872,0.2475,0.187
5324,0.4823,0.1301,0.1508,0.0475,0.1157,0.0734
5325,0.4001,0.1067,0.2097,0.0735,0.1076,0.1024
5326,0.3417,0.1041,0.2392,0.0853,0.1132,0.1164
5327,0.3424,0.1037,0.2399,0.0846,0.1136,0.1159
5328,0.1034,0.052,0.4035,0.0763,0.1625,0.2024
5329,0.478,0.1028,0.1767,0.0568,0.1024,0.0833
5330,0.4693,0.1317,0.1551,0.0486,0.1201,0.0752
5331,0.1068,0.0474,0.4849,0.0974,0.0902,0.1732
5332,0.3928,0.1062,0.2139,0.0745,0.1088,0.1038
5333,0.3744,0.1048,0.2247,0.0769,0.1116,0.1075
5334,0.16,0.0793,0.2084,0.0509,0.4097,0.0918
5335,0.4734,0.131,0.1539,0.0483,0.1188,0.0747
5336,0.5419,0.0988,0.1485,0.0502,0.088,0.0726
5337,0.3253,0.1022,0.2492,0.0883,0.1147,0.1203
5338,0.5457,0.0984,0.1469,0.0497,0.0873,0.0719
5339,0.084,0.0439,0.1806,0.1915,0.0762,0.4239
5340,0.0812,0.0428,0.1792,0.1517,0.0771,0.4681
5341,0.3178,0.1067,0.2401,0.0977,0.1116,0.126
5342,0.3275,0.1051,0.2415,0.0917,0.1125,0.1218
5343,0.7453,0.0678,0.0744,0.0267,0.0473,0.0384
5344,0.3211,0.107,0.2389,0.0965,0.1115,0.125
5345,0.3426,0.1079,0.2309,0.0895,0.1106,0.1184
5346,0.2513,0.0872,0.3197,0.0882,0.1244,0.1292
5347,0.3397,0.108,0.2316,0.0907,0.1107,0.1194
5348,0.1891,0.0718,0.406,0.0778,0.1295,0.1259
5349,0.2016,0.0751,0.3874,0.0787,0.1314,0.1259
5350,0.2686,0.4156,0.1138,0.049,0.0835,0.0695
5351,0.2539,0.4446,0.1085,0.0464,0.0804,0.0662
5352,0.2996,0.1175,0.2234,0.0597,0.2013,0.0985
5353,0.2397,0.4695,0.1044,0.0445,0.0782,0.0637
5354,0.226,0.0824,0.3489,0.0713,0.1541,0.1174
5355,0.2196,0.0797,0.3604,0.0835,0.1281,0.1287
5356,0.3438,0.1087,0.229,0.0899,0.1102,0.1184
5357,0.5828,0.1061,0.1234,0.0401,0.0871,0.0606
5358,0.1588,0.067,0.4077,0.0626,0.1893,0.1146
5359,0.2896,0.289,0.15,0.0698,0.1055,0.0962
5360,0.2535,0.0876,0.3176,0.088,0.1244,0.1288
5361,0.3255,0.1069,0.2379,0.0947,0.1115,0.1235
5362,0.2532,0.4533,0.1058,0.045,0.0784,0.0643
5363,0.5871,0.0991,0.1263,0.041,0.0851,0.0614
5364,0.2781,0.0994,0.2641,0.1076,0.1137,0.137
5365,0.3148,0.1167,0.2231,0.0597,0.1879,0.0978
5366,0.3072,0.1173,0.2231,0.0597,0.1946,0.0981
5367,0.2641,0.0921,0.3012,0.0684,0.1627,0.1116
5368,0.2843,0.3192,0.1414,0.0643,0.1012,0.0896
5369,0.147,0.0631,0.4287,0.0613,0.1857,0.1142
5370,0.2812,0.2833,0.154,0.0723,0.1092,0.1
5371,0.4694,0.1044,0.179,0.061,0.0993,0.0869
5372,0.2873,0.2911,0.1499,0.0697,0.1058,0.0963
5373,0.2289,0.0818,0.3494,0.0834,0.1288,0.1277
5374,0.2861,0.2965,0.1484,0.0687,0.1051,0.0951
5375,0.2511,0.087,0.3207,0.0875,0.1249,0.1287
5376,0.3275,0.3929,0.1027,0.0417,0.0754,0.0599
5377,0.2895,0.2871,0.1506,0.0702,0.1058,0.0968
5378,0.2898,0.3109,0.1426,0.0651,0.1012,0.0904
5379,0.1561,0.0661,0.4122,0.0623,0.1888,0.1145
5380,0.3026,0.121,0.2178,0.0592,0.2018,0.0976
5381,0.311,0.4109,0.1019,0.0416,0.0749,0.0597
5382,0.4007,0.3004,0.1108,0.0449,0.0792,0.064
5383,0.3999,0.3006,0.111,0.045,0.0793,0.0642
5384,0.2878,0.3173,0.1411,0.0641,0.1005,0.0892
5385,0.2696,0.2998,0.1516,0.0701,0.1105,0.0984
5386,0.1534,0.0652,0.4168,0.0621,0.188,0.1144
5387,0.2874,0.3146,0.1421,0.0647,0.1012,0.09
5388,0.3172,0.2883,0.1424,0.0647,0.0984,0.0889
5389,0.3063,0.3086,0.1387,0.0625,0.0972,0.0866
5390,0.2839,0.3055,0.1461,0.0672,0.1041,0.0933
5391,0.3275,0.287,0.1399,0.0629,0.0963,0.0866
5392,0.2874,0.308,0.1443,0.0661,0.1025,0.0918
5393,0.3477,0.2566,0.1444,0.0653,0.097,0.089
5394,0.2869,0.3022,0.1463,0.0674,0.1038,0.0934
5395,0.2908,0.3263,0.1372,0.0618,0.0978,0.0861
5396,0.2874,0.3011,0.1466,0.0675,0.1039,0.0936
5397,0.286,0.3081,0.1446,0.0663,0.1029,0.0921
5398,0.1043,0.0544,0.1712,0.3924,0.0765,0.2012
5399,0.3368,0.2732,0.1418,0.064,0.0966,0.0876
5400,0.8662,0.0421,0.0357,0.0128,0.0246,0.0187
5401,0.2886,0.3261,0.1379,0.0622,0.0985,0.0868
5402,0.2858,0.3016,0.1468,0.0677,0.1043,0.0938
5403,0.4573,0.1279,0.1624,0.05,0.1245,0.0777
5404,0.472,0.1222,0.1607,0.0495,0.1192,0.0765
5405,0.2603,0.4623,0.1006,0.0422,0.0744,0.0603
5406,0.1246,0.0702,0.2256,0.1503,0.1237,0.3055
5407,0.244,0.2188,0.183,0.0891,0.1376,0.1275
5408,0.4677,0.1223,0.1624,0.0498,0.1206,0.0771
5409,0.4703,0.1236,0.1603,0.0494,0.1199,0.0765
5410,0.0828,0.0427,0.2505,0.093,0.0972,0.4338
5411,0.09,0.0461,0.2909,0.0928,0.1106,0.3696
5412,0.0927,0.0475,0.3037,0.0923,0.1167,0.347
5413,0.2464,0.09,0.2983,0.1072,0.116,0.142
5414,0.084,0.0437,0.2411,0.0953,0.0984,0.4374
5415,0.2695,0.0915,0.3037,0.0707,0.1515,0.1132
5416,0.0867,0.045,0.2543,0.0953,0.1034,0.4153
5417,0.088,0.0455,0.2645,0.0947,0.106,0.4013
5418,0.3049,0.0967,0.2755,0.0697,0.1441,0.1092
5419,0.081,0.0413,0.2637,0.0909,0.0943,0.4288
5420,0.0845,0.0433,0.2681,0.0924,0.1003,0.4114
5421,0.0851,0.0437,0.2667,0.0929,0.1014,0.4102
5422,0.3442,0.1012,0.2458,0.079,0.1174,0.1124
5423,0.3676,0.1021,0.2337,0.0734,0.1171,0.106
5424,0.0782,0.0395,0.2654,0.0898,0.0892,0.4379
5425,0.0805,0.0408,0.2722,0.0905,0.0932,0.4228
5426,0.0811,0.0412,0.2695,0.0908,0.0944,0.4231
5427,0.0842,0.0415,0.19,0.3481,0.0678,0.2684
5428,0.0883,0.043,0.1901,0.3863,0.0678,0.2245
5429,0.086,0.0449,0.2384,0.0976,0.1008,0.4323
5430,0.0824,0.0429,0.232,0.0955,0.0954,0.4519
5431,0.084,0.0429,0.2707,0.092,0.0995,0.411
5432,0.4632,0.1261,0.1614,0.0497,0.1224,0.0772
5433,0.0814,0.0415,0.2644,0.0911,0.095,0.4266
5434,0.1754,0.0704,0.4055,0.0659,0.1667,0.116
5435,0.08,0.0399,0.2953,0.0909,0.0902,0.4037
5436,0.0759,0.0377,0.2773,0.0921,0.0821,0.435
5437,0.2889,0.3108,0.1429,0.0652,0.1015,0.0906
5438,0.0864,0.0421,0.1829,0.408,0.0659,0.2146
5439,0.063,0.0314,0.1288,0.5543,0.0491,0.1734
5440,0.5199,0.102,0.1563,0.0544,0.0899,0.0775
5441,0.1133,0.0601,0.1842,0.3347,0.085,0.2227
5442,0.3829,0.2297,0.143,0.0637,0.0942,0.0865
5443,0.5632,0.1027,0.1349,0.0499,0.0793,0.0699
5444,0.0843,0.0402,0.562,0.0569,0.1218,0.1348
5445,0.1018,0.0515,0.3821,0.0816,0.1493,0.2337
5446,0.3836,0.2377,0.1397,0.0617,0.0929,0.0843
5447,0.0872,0.0423,0.5137,0.0659,0.1204,0.1706
5448,0.0831,0.0399,0.551,0.0605,0.1146,0.1508
5449,0.56,0.1001,0.1384,0.0498,0.0812,0.0704
5450,0.5542,0.1016,0.14,0.0508,0.0818,0.0716
5451,0.0868,0.0415,0.5486,0.058,0.1277,0.1374
5452,0.0899,0.0433,0.5239,0.0612,0.134,0.1478
5453,0.0731,0.0338,0.6504,0.0451,0.0994,0.0983
5454,0.0741,0.0343,0.644,0.0458,0.1015,0.1002
5455,0.0452,0.0206,0.7879,0.029,0.0552,0.0621
5456,0.1462,0.0599,0.4754,0.0638,0.1404,0.1142
5457,0.0875,0.0454,0.1782,0.2881,0.0743,0.3265
5458,0.0844,0.0401,0.5672,0.0557,0.1228,0.1298
5459,0.1023,0.0518,0.3854,0.0807,0.1524,0.2274
5460,0.0635,0.0295,0.6872,0.042,0.0832,0.0946
5461,0.1031,0.0519,0.3988,0.0775,0.1596,0.209
5462,0.1174,0.0619,0.1608,0.0408,0.544,0.0751
5463,0.0532,0.0245,0.7412,0.0354,0.0671,0.0787
5464,0.2847,0.1239,0.2143,0.0589,0.2202,0.098
5465,0.3097,0.1279,0.2087,0.0584,0.1994,0.096
5466,0.3387,0.1327,0.199,0.0572,0.1797,0.0927
5467,0.3242,0.1296,0.2048,0.058,0.1889,0.0945
5468,0.0804,0.0383,0.5804,0.0556,0.1124,0.1329
5469,0.1409,0.0741,0.1804,0.0465,0.4737,0.0845
5470,0.1649,0.0842,0.2003,0.0512,0.4076,0.0917
5471,0.1791,0.0909,0.2065,0.0534,0.3755,0.0947
5472,0.1751,0.0716,0.3896,0.0646,0.1841,0.1151
5473,0.3022,0.127,0.2104,0.0586,0.2052,0.0966
5474,0.0951,0.0508,0.1353,0.0346,0.62,0.0643
5475,0.1406,0.0736,0.1809,0.0464,0.4741,0.0843
5476,0.3826,0.1026,0.2259,0.0699,0.117,0.102
5477,0.1759,0.0891,0.2061,0.0529,0.3818,0.0941
