f,1,2,3,4,5,6
2912,0.1499,0.0904,0.2247,0.0731,0.32,0.1418
2913,0.1066,0.0504,0.2708,0.2255,0.0838,0.2629
2914,0.1067,0.05,0.3048,0.1832,0.0866,0.2687
2915,0.0921,0.0481,0.1746,0.338,0.0754,0.2718
2916,0.2445,0.296,0.1576,0.0646,0.1387,0.0986
2917,0.1058,0.0498,0.2917,0.1953,0.0854,0.272
2918,0.0947,0.0496,0.1734,0.3542,0.076,0.252
2919,0.0947,0.0498,0.1843,0.2747,0.0803,0.3162
2920,0.1043,0.0495,0.2683,0.224,0.0829,0.2709
2921,0.2081,0.1428,0.1978,0.0661,0.2719,0.1133
2922,0.0889,0.0432,0.1811,0.4212,0.0661,0.1996
2923,0.1602,0.0979,0.1946,0.0597,0.3792,0.1084
2924,0.1047,0.0493,0.2935,0.191,0.0852,0.2762
2925,0.1685,0.1041,0.196,0.0607,0.3617,0.1091
2926,0.2454,0.3122,0.1522,0.0613,0.135,0.0939
2927,0.088,0.0428,0.1814,0.4183,0.0659,0.2035
2928,0.0971,0.0512,0.1833,0.2953,0.0808,0.2922
2929,0.1554,0.0933,0.1899,0.0569,0.401,0.1035
2930,0.2443,0.2743,0.1641,0.0666,0.148,0.1027
2931,0.0888,0.0462,0.1742,0.3283,0.0737,0.2887
2932,0.1055,0.0499,0.2736,0.2186,0.0838,0.2686
2933,0.0867,0.0424,0.1913,0.3705,0.0679,0.2412
2934,0.0891,0.0434,0.1984,0.354,0.0697,0.2452
2935,0.0767,0.039,0.178,0.2172,0.0674,0.4216
2936,0.0802,0.0393,0.1665,0.454,0.0611,0.1988
2937,0.1654,0.1011,0.1939,0.0592,0.3737,0.1067
2938,0.0924,0.0483,0.1797,0.3015,0.0773,0.3007
2939,0.0972,0.0468,0.2097,0.3454,0.0734,0.2274
2940,0.0888,0.0432,0.1924,0.3789,0.0684,0.2282
2941,0.0897,0.0437,0.1996,0.3528,0.0701,0.2441
2942,0.2041,0.137,0.198,0.0651,0.2836,0.1122
2943,0.1054,0.0498,0.2791,0.2106,0.0842,0.2709
2944,0.0827,0.0405,0.1765,0.4187,0.0639,0.2177
2945,0.0826,0.0403,0.1666,0.4605,0.0616,0.1884
2946,0.0889,0.0432,0.1904,0.3874,0.068,0.2221
2947,0.0856,0.0417,0.1666,0.4634,0.0625,0.1802
2948,0.091,0.0441,0.1895,0.3971,0.0682,0.21
2949,0.0817,0.04,0.1718,0.4359,0.0626,0.2079
2950,0.0933,0.0452,0.1947,0.3845,0.0698,0.2125
2951,0.0848,0.0414,0.1642,0.4701,0.0619,0.1776
2952,0.0855,0.0417,0.1817,0.4092,0.0655,0.2165
2953,0.0978,0.0471,0.2067,0.3557,0.073,0.2196
2954,0.0915,0.0444,0.1953,0.3781,0.0695,0.2212
2955,0.0932,0.0487,0.1701,0.3701,0.0743,0.2437
2956,0.0929,0.045,0.2011,0.362,0.0709,0.2281
2957,0.0899,0.0437,0.1905,0.3907,0.0682,0.217
2958,0.1791,0.1129,0.1977,0.0622,0.3375,0.1105
2959,0.0905,0.0472,0.1701,0.3623,0.0732,0.2566
2960,0.1019,0.0538,0.1791,0.3389,0.0805,0.2458
2961,0.0846,0.0415,0.1854,0.3843,0.0664,0.2379
2962,0.0893,0.0434,0.1811,0.4214,0.0662,0.1986
2963,0.0909,0.0442,0.2058,0.3333,0.0715,0.2543
2964,0.0991,0.053,0.1956,0.2023,0.0892,0.3608
2965,0.0927,0.0449,0.2001,0.3649,0.0706,0.2268
2966,0.107,0.0569,0.1855,0.3132,0.0849,0.2525
2967,0.0772,0.039,0.1633,0.39,0.0632,0.2672
2968,0.0884,0.0431,0.1922,0.3776,0.0683,0.2305
2969,0.0806,0.0403,0.1807,0.3314,0.0667,0.3002
2970,0.098,0.0472,0.2055,0.3592,0.0729,0.2172
2971,0.0783,0.0397,0.1657,0.3741,0.0645,0.2778
2972,0.0936,0.0498,0.1923,0.1827,0.0863,0.3953
2973,0.0787,0.0406,0.1451,0.4742,0.0614,0.2
2974,0.082,0.0401,0.1666,0.4592,0.0615,0.1907
2975,0.1004,0.0531,0.1846,0.2996,0.0826,0.2797
2976,0.101,0.0535,0.1851,0.2983,0.083,0.2791
2977,0.0973,0.0512,0.1766,0.3416,0.0781,0.2552
2978,0.0957,0.0512,0.1961,0.172,0.0898,0.3952
2979,0.0904,0.0439,0.1896,0.3951,0.0681,0.2128
2980,0.0914,0.0444,0.1996,0.362,0.0703,0.2323
2981,0.0717,0.0368,0.1312,0.5307,0.0552,0.1744
2982,0.0961,0.0514,0.1955,0.1796,0.0891,0.3883
2983,0.1009,0.0531,0.1755,0.3581,0.0786,0.2338
2984,0.1036,0.0559,0.2011,0.1912,0.0945,0.3537
2985,0.1078,0.0575,0.1874,0.3039,0.0861,0.2572
2986,0.0777,0.0401,0.1431,0.4825,0.0605,0.1961
2987,0.05,0.0253,0.097,0.6567,0.0389,0.1321
2988,0.0567,0.0284,0.114,0.6006,0.0443,0.156
2989,0.0981,0.0518,0.1857,0.2813,0.0823,0.3008
2990,0.1043,0.0564,0.2023,0.1867,0.0957,0.3545
2991,0.1041,0.0562,0.2018,0.1886,0.0952,0.354
2992,0.0999,0.0529,0.1879,0.2728,0.084,0.3024
2993,0.1849,0.1202,0.2008,0.0653,0.3133,0.1154
2994,0.0852,0.0417,0.1859,0.3866,0.0665,0.2342
2995,0.0993,0.0522,0.1741,0.3622,0.0777,0.2345
2996,0.103,0.0543,0.1759,0.3608,0.0792,0.2267
2997,0.0984,0.052,0.1853,0.2865,0.0822,0.2957
2998,0.0313,0.0158,0.0863,0.0545,0.0305,0.7816
2999,0.059,0.0305,0.1424,0.1109,0.0566,0.6007
3000,0.0363,0.0184,0.0978,0.0659,0.035,0.7467
3001,0.0977,0.0513,0.1736,0.3612,0.077,0.2392
3002,0.1041,0.055,0.1802,0.3383,0.0815,0.2409
3003,0.0253,0.0128,0.0723,0.0408,0.0252,0.8236
3004,0.0981,0.0472,0.2131,0.3375,0.0742,0.2298
3005,0.1756,0.1105,0.198,0.0623,0.3423,0.1112
3006,0.0453,0.0233,0.114,0.0801,0.0442,0.6931
3007,0.059,0.0297,0.119,0.5802,0.0463,0.1658
3008,0.0716,0.0367,0.1672,0.1711,0.065,0.4883
3009,0.0975,0.0512,0.1752,0.3509,0.0776,0.2475
3010,0.053,0.0275,0.1311,0.0907,0.0523,0.6455
3011,0.034,0.0172,0.0913,0.0612,0.0328,0.7635
3012,0.0726,0.0374,0.1671,0.1666,0.0664,0.4899
3013,0.0207,0.0106,0.0552,0.0346,0.0206,0.8583
3014,0.1001,0.053,0.1864,0.2856,0.0833,0.2916
3015,0.08,0.0403,0.1765,0.3255,0.0667,0.3111
3016,0.0461,0.0234,0.1209,0.0888,0.0438,0.6771
3017,0.1039,0.0562,0.2023,0.1849,0.0956,0.3571
3018,0.0558,0.0283,0.1419,0.1153,0.0521,0.6066
3019,0.0421,0.0216,0.1072,0.0764,0.0408,0.7119
3020,0.049,0.025,0.1252,0.0962,0.0465,0.6582
3021,0.0581,0.0294,0.1136,0.594,0.0455,0.1593
3022,0.0543,0.0273,0.1079,0.619,0.0424,0.1489
3023,0.0543,0.0269,0.106,0.6443,0.0408,0.1276
3024,0.0679,0.0334,0.1307,0.5687,0.0501,0.1491
3025,0.103,0.0558,0.2034,0.1747,0.0966,0.3666
3026,0.0767,0.0386,0.164,0.3967,0.0625,0.2614
3027,0.041,0.0211,0.1045,0.0709,0.0403,0.7222
3028,0.0568,0.029,0.1405,0.1164,0.0533,0.6039
3029,0.0516,0.0268,0.1317,0.0799,0.0526,0.6575
3030,0.0582,0.0295,0.1476,0.1229,0.0541,0.5877
3031,0.091,0.0442,0.2054,0.3356,0.0714,0.2524
3032,0.0527,0.0264,0.1052,0.6328,0.041,0.1419
3033,0.0799,0.0415,0.1762,0.1911,0.0722,0.439
3034,0.0878,0.046,0.1837,0.2141,0.0782,0.3903
3035,0.0774,0.0403,0.1729,0.1712,0.0711,0.4671
3036,0.0513,0.0256,0.1023,0.6472,0.0396,0.1341
3037,0.0845,0.0442,0.1812,0.1938,0.0765,0.4197
3038,0.083,0.0431,0.1791,0.2114,0.0739,0.4095
3039,0.0716,0.0368,0.1665,0.1677,0.0653,0.4921
3040,0.0869,0.0451,0.1791,0.2748,0.0744,0.3396
3041,0.0585,0.0296,0.1491,0.1237,0.0543,0.5848
3042,0.093,0.0492,0.1893,0.2078,0.0833,0.3773
3043,0.0649,0.0322,0.1325,0.5494,0.0501,0.1709
3044,0.0897,0.0471,0.1855,0.2142,0.0799,0.3837
3045,0.0802,0.0414,0.1768,0.2119,0.0712,0.4186
3046,0.0785,0.0403,0.1759,0.2125,0.0696,0.4232
3047,0.0815,0.042,0.1779,0.2367,0.0713,0.3906
3048,0.0463,0.0237,0.1178,0.0883,0.0443,0.6796
3049,0.0684,0.035,0.1626,0.158,0.0625,0.5135
3050,0.0791,0.0408,0.1479,0.4602,0.0623,0.2097
3051,0.0819,0.0423,0.1781,0.2295,0.072,0.3962
3052,0.0558,0.0278,0.112,0.6164,0.0429,0.1452
3053,0.1001,0.053,0.185,0.2958,0.0827,0.2835
3054,0.0837,0.0436,0.1798,0.2121,0.0746,0.4062
3055,0.0995,0.0527,0.1884,0.2676,0.0841,0.3077
3056,0.0804,0.0415,0.1771,0.2192,0.0711,0.4107
3057,0.0843,0.0435,0.1786,0.2593,0.0728,0.3615
3058,0.0742,0.0382,0.1698,0.1769,0.0673,0.4736
3059,0.0881,0.0461,0.1836,0.2223,0.078,0.382
3060,0.0802,0.0419,0.1765,0.1755,0.0737,0.4523
3061,0.0802,0.0415,0.1767,0.2066,0.0716,0.4234
3062,0.0784,0.0404,0.1751,0.2024,0.07,0.4337
3063,0.0819,0.0424,0.1782,0.2147,0.0727,0.4099
3064,0.0782,0.04,0.1762,0.2174,0.069,0.4191
3065,0.0767,0.0395,0.173,0.19,0.069,0.4518
3066,0.0757,0.0388,0.1735,0.1974,0.0675,0.4471
3067,0.0663,0.034,0.1579,0.1462,0.0612,0.5345
3068,0.0765,0.038,0.1995,0.1811,0.0678,0.4371
3069,0.083,0.043,0.179,0.2255,0.0732,0.3963
3070,0.1658,0.0681,0.4138,0.0643,0.1728,0.1152
3071,0.088,0.046,0.1829,0.2321,0.0773,0.3738
3072,0.0791,0.0406,0.1767,0.2219,0.0697,0.4121
3073,0.1005,0.0528,0.1727,0.3734,0.0772,0.2234
3074,0.0945,0.0494,0.1682,0.3846,0.074,0.2293
3075,0.0851,0.0443,0.1808,0.2203,0.0753,0.3942
3076,0.0739,0.0392,0.136,0.0326,0.6535,0.0648
3077,0.0864,0.045,0.1815,0.2326,0.0759,0.3785
3078,0.081,0.0417,0.1776,0.2285,0.0712,0.3998
3079,0.0788,0.0406,0.1406,0.4981,0.0601,0.1817
3080,0.0779,0.0402,0.1441,0.4777,0.0609,0.1992
3081,0.0966,0.0508,0.1744,0.3537,0.077,0.2475
3082,0.0869,0.0451,0.18,0.2635,0.0748,0.3497
3083,0.0929,0.049,0.1881,0.2205,0.0822,0.3673
3084,0.0833,0.0432,0.1793,0.2172,0.0739,0.4031
3085,0.081,0.0418,0.1775,0.219,0.0716,0.409
3086,0.081,0.0418,0.1446,0.4823,0.0619,0.1884
3087,0.0881,0.046,0.1828,0.2347,0.0772,0.3713
3088,0.0853,0.0442,0.1532,0.4462,0.066,0.2051
3089,0.0842,0.0434,0.174,0.3125,0.0709,0.315
3090,0.0822,0.0427,0.1785,0.206,0.0735,0.417
3091,0.061,0.0306,0.1236,0.5641,0.0479,0.1728
3092,0.0803,0.0414,0.177,0.2187,0.071,0.4116
3093,0.054,0.0272,0.1067,0.6224,0.0422,0.1475
3094,0.0805,0.041,0.1714,0.334,0.0673,0.3058
3095,0.0408,0.0206,0.1144,0.0718,0.0395,0.7129
3096,0.0871,0.0452,0.1801,0.2632,0.075,0.3494
3097,0.0517,0.0268,0.1304,0.0827,0.0522,0.6561
3098,0.0846,0.0437,0.169,0.3513,0.0699,0.2816
3099,0.0822,0.0432,0.1793,0.1702,0.0762,0.4489
3100,0.0943,0.0491,0.1626,0.4161,0.0716,0.2063
3101,0.078,0.04,0.1756,0.2109,0.0692,0.4263
3102,0.0505,0.0255,0.0986,0.6511,0.0393,0.1349
3103,0.0528,0.0269,0.1342,0.1065,0.0497,0.63
3104,0.1055,0.056,0.1843,0.3172,0.0839,0.253
3105,0.0539,0.0279,0.1326,0.0956,0.0527,0.6373
3106,0.0163,0.0083,0.0453,0.0271,0.0161,0.8869
3107,0.0456,0.0231,0.0875,0.6913,0.0352,0.1173
3108,0.0327,0.0168,0.0851,0.0551,0.0324,0.7779
3109,0.0689,0.0356,0.1609,0.1483,0.0639,0.5224
3110,0.1137,0.0554,0.3946,0.0616,0.2416,0.1332
3111,0.0875,0.0454,0.1758,0.3098,0.0735,0.3081
3112,0.0841,0.0416,0.1942,0.3127,0.069,0.2985
3113,0.0837,0.0414,0.1912,0.3292,0.0683,0.2862
3114,0.0398,0.0205,0.1018,0.071,0.0388,0.728
3115,0.0829,0.0411,0.1893,0.3232,0.068,0.2956
3116,0.0801,0.0392,0.1575,0.4885,0.0591,0.1757
3117,0.2878,0.0935,0.2917,0.0725,0.1415,0.1131
3118,0.0836,0.0411,0.184,0.3822,0.066,0.2432
3119,0.1075,0.0573,0.187,0.3056,0.0858,0.2569
3120,0.0984,0.0522,0.1894,0.2527,0.0844,0.3228
3121,0.0857,0.0417,0.1755,0.4347,0.0642,0.1982
3122,0.0535,0.0267,0.1072,0.6304,0.0413,0.1409
3123,0.0881,0.0428,0.1789,0.427,0.0655,0.1977
3124,0.0561,0.0284,0.1091,0.6111,0.0438,0.1515
3125,0.0718,0.0361,0.1498,0.459,0.0577,0.2256
3126,0.0989,0.0475,0.2306,0.2888,0.0771,0.2571
3127,0.093,0.045,0.1985,0.3713,0.0704,0.2218
3128,0.0644,0.0323,0.1319,0.535,0.0508,0.1857
3129,0.0846,0.0415,0.1851,0.3858,0.0663,0.2367
3130,0.0871,0.0426,0.1924,0.3681,0.0682,0.2415
3131,0.0836,0.0411,0.1861,0.3666,0.0667,0.2558
3132,0.0754,0.0384,0.1759,0.2044,0.0668,0.4391
3133,0.0895,0.0436,0.1988,0.355,0.0699,0.2432
3134,0.0798,0.0391,0.1647,0.4604,0.0606,0.1953
3135,0.0672,0.0344,0.16,0.1515,0.0617,0.5253
3136,0.0889,0.0433,0.1726,0.4466,0.0646,0.1839
3137,0.0698,0.0344,0.1347,0.5565,0.0515,0.1531
3138,0.0987,0.0475,0.2099,0.3479,0.0738,0.2224
3139,0.0983,0.0473,0.2065,0.3571,0.0731,0.2177
3140,0.0592,0.0305,0.1431,0.1161,0.0562,0.595
3141,0.0842,0.0411,0.1632,0.4728,0.0615,0.1772
3142,0.084,0.041,0.1648,0.468,0.0617,0.1806
3143,0.0928,0.045,0.2092,0.3313,0.0724,0.2494
3144,0.0962,0.0464,0.2188,0.3139,0.0747,0.2499
3145,0.1025,0.0489,0.2478,0.2579,0.0802,0.2627
3146,0.0846,0.0413,0.1788,0.4182,0.0647,0.2124
3147,0.1075,0.0508,0.2636,0.2392,0.0833,0.2555
3148,0.1069,0.0504,0.2787,0.2143,0.0846,0.2652
3149,0.0941,0.0455,0.2155,0.315,0.0737,0.2562
3150,0.0649,0.0323,0.1333,0.5403,0.0506,0.1787
3151,0.1068,0.0503,0.2847,0.2059,0.0851,0.2671
3152,0.1082,0.0506,0.308,0.1826,0.0872,0.2634
3153,0.0988,0.0464,0.3455,0.1403,0.0866,0.2823
3154,0.1051,0.0498,0.2661,0.2297,0.0829,0.2664
3155,0.0944,0.0456,0.2072,0.3459,0.0723,0.2346
3156,0.0867,0.0425,0.219,0.2331,0.0732,0.3455
3157,0.1065,0.05,0.3024,0.1852,0.0864,0.2696
3158,0.093,0.045,0.193,0.3891,0.0694,0.2105
3159,0.0902,0.0438,0.1894,0.3953,0.068,0.2133
3160,0.0818,0.0401,0.173,0.4304,0.0629,0.2118
3161,0.1078,0.0503,0.3184,0.1729,0.0878,0.2628
3162,0.1681,0.0729,0.3434,0.0612,0.2421,0.1122
3163,0.1029,0.049,0.2516,0.2509,0.0808,0.2648
3164,0.1059,0.0498,0.2973,0.1894,0.0858,0.2718
3165,0.1104,0.0509,0.3495,0.1539,0.0901,0.2451
3166,0.1039,0.0485,0.3408,0.1516,0.0879,0.2674
3167,0.083,0.0412,0.1922,0.3023,0.0688,0.3125
3168,0.1088,0.0502,0.3535,0.1501,0.0898,0.2476
3169,0.1095,0.0509,0.3275,0.1679,0.0888,0.2553
3170,0.1041,0.0495,0.2552,0.2473,0.0815,0.2623
3171,0.1117,0.0511,0.3686,0.1439,0.0912,0.2336
3172,0.1966,0.5995,0.0736,0.0287,0.059,0.0425
3173,0.1885,0.6184,0.0699,0.0273,0.0556,0.0404
3174,0.2375,0.3767,0.1346,0.0565,0.1107,0.084
3175,0.2877,0.3247,0.1368,0.0501,0.1234,0.0773
3176,0.0778,0.04,0.1512,0.4406,0.0624,0.2279
3177,0.0755,0.0381,0.1589,0.414,0.0614,0.2521
3178,0.1102,0.0505,0.3712,0.1417,0.0909,0.2355
3179,0.0759,0.0389,0.148,0.4541,0.0608,0.2223
3180,0.07,0.0359,0.1325,0.5211,0.0549,0.1857
3181,0.0697,0.0357,0.1323,0.5214,0.0547,0.1861
3182,0.1028,0.048,0.3439,0.148,0.0877,0.2696
3183,0.1103,0.0508,0.3557,0.1501,0.0903,0.2429
3184,0.0907,0.0441,0.2032,0.3433,0.0709,0.2477
3185,0.0891,0.0464,0.1811,0.269,0.0764,0.3381
3186,0.1056,0.0498,0.2873,0.2003,0.085,0.2721
3187,0.0873,0.0453,0.1796,0.2714,0.0748,0.3415
3188,0.0785,0.0404,0.1526,0.4343,0.0631,0.2311
3189,0.08,0.0392,0.1676,0.4477,0.0613,0.204
3190,0.0971,0.0468,0.1989,0.377,0.0716,0.2086
3191,0.0994,0.0473,0.2793,0.193,0.0826,0.2984
3192,0.0677,0.0346,0.1283,0.5376,0.053,0.1788
3193,0.0787,0.0404,0.1529,0.4332,0.0632,0.2316
3194,0.0833,0.041,0.1838,0.3791,0.066,0.2469
3195,0.0769,0.0395,0.1491,0.4501,0.0616,0.2228
3196,0.0839,0.0414,0.1906,0.3385,0.068,0.2775
3197,0.0834,0.041,0.1848,0.3734,0.0663,0.251
3198,0.0885,0.0433,0.2173,0.2598,0.0734,0.3178
3199,0.0828,0.0411,0.1904,0.313,0.0684,0.3043
3200,0.0643,0.0328,0.1221,0.5615,0.0502,0.1691
3201,0.0687,0.0352,0.1304,0.5292,0.0539,0.1827
3202,0.0662,0.0339,0.1243,0.5536,0.0515,0.1705
3203,0.2317,0.5474,0.0804,0.0323,0.0612,0.047
3204,0.0827,0.0408,0.1836,0.3725,0.0661,0.2542
3205,0.374,0.2939,0.1224,0.0518,0.0854,0.0726
3206,0.3929,0.327,0.1036,0.0404,0.0773,0.0587
3207,0.2528,0.5164,0.0842,0.0334,0.0645,0.0487
3208,0.2778,0.4776,0.0895,0.0352,0.0686,0.0515
3209,0.0685,0.0351,0.1297,0.5318,0.0536,0.1813
3210,0.0629,0.0321,0.1191,0.5732,0.049,0.1638
3211,0.0854,0.042,0.1939,0.3401,0.0687,0.27
3212,0.3269,0.3998,0.1002,0.0384,0.0781,0.0567
3213,0.3703,0.3507,0.103,0.0407,0.0763,0.0589
3214,0.0649,0.0331,0.1232,0.5571,0.0507,0.171
3215,0.098,0.0471,0.2259,0.2988,0.0762,0.254
3216,0.0989,0.0475,0.2315,0.2864,0.0772,0.2584
3217,0.0994,0.0477,0.2344,0.2804,0.0778,0.2603
3218,0.0602,0.0307,0.1131,0.5965,0.0466,0.1529
3219,0.0925,0.0448,0.2038,0.3505,0.0713,0.2372
3220,0.0988,0.0475,0.2262,0.301,0.0764,0.2499
3221,0.419,0.2928,0.1071,0.0425,0.0775,0.0611
3222,0.0759,0.0385,0.1567,0.4166,0.0618,0.2505
3223,0.0964,0.0465,0.2184,0.3159,0.0747,0.2482
3224,0.081,0.0416,0.1626,0.384,0.0663,0.2646
3225,0.0684,0.0349,0.1327,0.5182,0.0541,0.1917
3226,0.0728,0.0371,0.1457,0.4637,0.0585,0.2221
3227,0.0968,0.0467,0.2203,0.3114,0.0751,0.2498
3228,0.0964,0.0465,0.2163,0.3229,0.0743,0.2436
3229,0.097,0.0467,0.2215,0.3082,0.0753,0.2512
3230,0.0978,0.047,0.2375,0.2651,0.0779,0.2746
3231,0.0674,0.0343,0.1331,0.517,0.0535,0.1947
3232,0.0985,0.047,0.2772,0.1923,0.0822,0.3028
3233,0.0765,0.0391,0.1524,0.4335,0.0618,0.2366
3234,0.0986,0.0474,0.2247,0.3045,0.0762,0.2487
3235,0.0919,0.0446,0.2025,0.3531,0.071,0.2369
3236,0.0983,0.0473,0.2276,0.2952,0.0765,0.2551
3237,0.0675,0.034,0.1381,0.5036,0.0538,0.203
3238,0.0868,0.0426,0.2133,0.2545,0.0725,0.3302
3239,0.0778,0.0398,0.1563,0.4152,0.0632,0.2477
3240,0.0901,0.0438,0.2417,0.2062,0.0766,0.3416
3241,0.073,0.037,0.1498,0.4493,0.0589,0.2319
3242,0.0634,0.0316,0.1298,0.5483,0.0496,0.1773
3243,0.0773,0.0383,0.1663,0.427,0.0613,0.2298
3244,0.0658,0.0328,0.1356,0.5314,0.0514,0.1832
3245,0.2737,0.3741,0.1249,0.0466,0.1095,0.0713
3246,0.0682,0.0339,0.1415,0.5114,0.0534,0.1916
3247,0.0696,0.0345,0.1446,0.5061,0.0542,0.1909
3248,0.0781,0.0397,0.1629,0.385,0.0641,0.2702
3249,0.0953,0.0501,0.1833,0.2865,0.0801,0.3047
3250,0.0965,0.0465,0.2371,0.2595,0.0775,0.2828
3251,0.4606,0.2602,0.1041,0.04,0.0769,0.0582
3252,0.067,0.0335,0.1386,0.5125,0.0529,0.1954
3253,0.0768,0.0389,0.1606,0.3994,0.0628,0.2613
3254,0.0696,0.0349,0.1448,0.4855,0.0554,0.2099
3255,0.0911,0.0443,0.2266,0.2524,0.0751,0.3105
3256,0.0663,0.0329,0.1365,0.5318,0.0516,0.181
3257,0.0669,0.0336,0.1376,0.5096,0.0532,0.199
3258,0.092,0.0446,0.2388,0.2259,0.0768,0.3219
3259,0.0761,0.0386,0.1588,0.4088,0.0621,0.2556
3260,0.0747,0.0375,0.1585,0.4259,0.0604,0.2431
3261,0.0954,0.0461,0.239,0.2481,0.0776,0.2938
3262,0.4014,0.2301,0.1366,0.0596,0.0907,0.0816
3263,0.3846,0.2416,0.138,0.0607,0.0921,0.0831
3264,0.096,0.0463,0.2378,0.2547,0.0775,0.2878
3265,0.2457,0.4181,0.1186,0.0454,0.1031,0.0691
3266,0.061,0.0305,0.1243,0.5676,0.0477,0.169
3267,0.0754,0.0373,0.1598,0.4557,0.0591,0.2127
3268,0.0793,0.0389,0.1667,0.4477,0.061,0.2063
3269,0.3812,0.2434,0.1384,0.061,0.0925,0.0835
3270,0.2772,0.2118,0.1733,0.0592,0.1832,0.0953
3271,0.2852,0.2232,0.1685,0.0579,0.1726,0.0926
3272,0.084,0.0404,0.5485,0.0604,0.1173,0.1495
3273,0.3834,0.2422,0.1381,0.0608,0.0923,0.0832
3274,0.0675,0.0343,0.1339,0.5138,0.0537,0.1968
3275,0.0648,0.0329,0.1286,0.5357,0.0514,0.1866
3276,0.1742,0.0732,0.3642,0.063,0.2117,0.1138
3277,0.0677,0.0343,0.1358,0.5074,0.054,0.2008
3278,0.1192,0.0671,0.1598,0.044,0.5286,0.0814
3279,0.1287,0.0723,0.1666,0.0459,0.5023,0.0842
3280,0.1328,0.0745,0.1694,0.0467,0.4911,0.0854
3281,0.1305,0.0709,0.168,0.0447,0.5043,0.0816
3282,0.0686,0.0349,0.1351,0.5085,0.0545,0.1984
3283,0.0377,0.0198,0.0655,0.0156,0.8312,0.0302
3284,0.1276,0.0713,0.1654,0.0453,0.5073,0.0831
3285,0.1281,0.0698,0.1659,0.0442,0.5113,0.0808
3286,0.0868,0.044,0.155,0.0347,0.6127,0.0668
3287,0.7732,0.0638,0.0643,0.0236,0.0412,0.0338
3288,0.1305,0.0732,0.1677,0.0462,0.4979,0.0845
3289,0.1345,0.0739,0.1705,0.046,0.4912,0.0838
3290,0.1246,0.069,0.1627,0.044,0.5189,0.0808
3291,0.0804,0.0399,0.2032,0.2107,0.0698,0.396
3292,0.1274,0.0698,0.1651,0.0442,0.5127,0.0809
3293,0.4187,0.104,0.2056,0.0618,0.1174,0.0925
3294,0.5288,0.1214,0.1376,0.0551,0.0818,0.0753
3295,0.5271,0.1213,0.1384,0.0554,0.0821,0.0757
3296,0.5452,0.1195,0.1318,0.0525,0.0791,0.0719
3297,0.5392,0.1197,0.1342,0.0535,0.0802,0.0732
3298,0.5395,0.1182,0.135,0.0536,0.0803,0.0734
3299,0.5283,0.1226,0.1371,0.0551,0.0817,0.0752
3300,0.2798,0.3087,0.1461,0.0671,0.1048,0.0935
3301,0.2797,0.2503,0.1652,0.0805,0.1147,0.1096
3302,0.4079,0.1038,0.2114,0.0629,0.1196,0.0943
3303,0.0684,0.034,0.2346,0.0898,0.0719,0.5013
3304,0.5431,0.1196,0.1326,0.0528,0.0794,0.0724
3305,0.5403,0.1177,0.1349,0.0535,0.0803,0.0733
3306,0.5395,0.1189,0.1346,0.0535,0.0802,0.0733
3307,0.5311,0.123,0.1357,0.0545,0.0811,0.0745
3308,0.539,0.1196,0.1344,0.0535,0.0802,0.0733
3309,0.5452,0.1252,0.128,0.0419,0.096,0.0638
3310,0.537,0.1178,0.1364,0.054,0.0809,0.074
3311,0.2904,0.2672,0.157,0.0746,0.1089,0.102
3312,0.5352,0.1204,0.1355,0.0541,0.0808,0.074
3313,0.5383,0.1188,0.1351,0.0537,0.0805,0.0736
3314,0.0753,0.0386,0.1478,0.4544,0.0604,0.2234
3315,0.5284,0.1239,0.1363,0.0549,0.0815,0.075
3316,0.3809,0.1042,0.2231,0.0744,0.1123,0.1052
3317,0.5593,0.1088,0.1323,0.0508,0.0784,0.0704
3318,0.2142,0.0785,0.365,0.0857,0.1256,0.131
3319,0.0781,0.0402,0.1469,0.4633,0.0617,0.2098
3320,0.083,0.0429,0.1577,0.4155,0.0665,0.2344
3321,0.3831,0.1044,0.2217,0.0742,0.1118,0.1048
3322,0.0823,0.0425,0.157,0.4178,0.066,0.2343
3323,0.0839,0.0434,0.1486,0.468,0.064,0.1921
3324,0.0932,0.0487,0.1674,0.3861,0.0733,0.2312
3325,0.0926,0.0484,0.1672,0.3856,0.073,0.2333
3326,0.0831,0.043,0.1548,0.4317,0.0658,0.2216
3327,0.0861,0.0447,0.1589,0.4162,0.0681,0.226
3328,0.0799,0.0412,0.151,0.4452,0.0634,0.2193
3329,0.0903,0.047,0.1617,0.4111,0.0704,0.2195
3330,0.076,0.0391,0.144,0.4741,0.0601,0.2067
3331,0.0808,0.0417,0.1533,0.4352,0.0644,0.2248
3332,0.0833,0.0431,0.1509,0.4537,0.0647,0.2042
3333,0.0918,0.0479,0.1669,0.385,0.0727,0.2356
3334,0.0751,0.0387,0.1365,0.5108,0.0578,0.1811
3335,0.08,0.0413,0.1455,0.4748,0.062,0.1964
3336,0.092,0.048,0.1678,0.3804,0.0731,0.2388
3337,0.0816,0.0422,0.1515,0.4466,0.0643,0.2138
3338,0.091,0.0475,0.1668,0.3835,0.0724,0.2387
3339,0.0877,0.0456,0.1617,0.4046,0.0696,0.2308
3340,0.0817,0.0422,0.1496,0.4571,0.0638,0.2057
3341,0.081,0.0419,0.1468,0.4704,0.0627,0.1972
3342,0.0785,0.0405,0.1424,0.4879,0.0606,0.1902
